relation	pattern
associatedBand	was playing as;
associatedBand	before playing [[det]];
associatedBand	in playing for;
associatedBand	also playing in;
associatedBand	be playing for;
associatedBand	then playing in;
associatedBand	also playing with;
associatedBand	[[prp]] playing;
associatedBand	has stated;
associatedBand	had stated that;
associatedBand	is stated to;
associatedBand	stated is;
associatedBand	which stated;
associatedBand	also stated;
associatedBand	also stated that;
associatedBand	stated [[con]];
associatedBand	stated [[pro]];
associatedBand	stated to;
associatedBand	stated was;
associatedBand	later stated that;
associatedBand	has stated that;
associatedBand	stated [[det]];
associatedBand	[[con]] stated that;
associatedBand	[[con]] stated;
associatedBand	stated [[mod]];
associatedBand	is stated by;
associatedBand	stated [[prp]];
associatedBand	had stated;
associatedBand	as stated by;
associatedBand	[[adj]] stated;
associatedBand	that stated;
associatedBand	stated that;
associatedBand	stated [[adj]];
associatedBand	[[adj]] stated that;
associatedBand	later stated;
associatedBand	[[det]] stated;
associatedBand	[[det]] likes of;
associatedBand	likes to;
associatedBand	recorded [[det]] demo;
associatedBand	[[adj]] music [[adj]];
associatedBand	[[adj]] music of;
associatedBand	[[con]] music for;
associatedBand	of music;
associatedBand	[[con]] music by;
associatedBand	music from;
associatedBand	recorded [[det]] solo piano album in which played [[con]] music by;
associatedBand	with music;
associatedBand	[[con]] music;
associatedBand	s music [[con]];
associatedBand	music of;
associatedBand	music by;
associatedBand	to music;
associatedBand	with music by;
associatedBand	s music;
associatedBand	music with;
associatedBand	[[det]] music of;
associatedBand	[[adj]] music [[con]];
associatedBand	[[adj]] music for;
associatedBand	[[adj]] music;
associatedBand	music for;
associatedBand	[[det]] music;
associatedBand	music to;
associatedBand	music [[con]];
associatedBand	is known with [[adj]] artists as;
associatedBand	is known with artists [[adj]];
associatedBand	best known [[con]] artists [[adj]];
associatedBand	[[det]] conductor of;
associatedBand	[[adj]] conductor of;
associatedBand	was conductor of;
associatedBand	[[adj]] conductor;
associatedBand	[[adj]] conductor [[con]];
associatedBand	conductor of;
associatedBand	[[det]] conductor;
associatedBand	no longer;
associatedBand	no longer in;
associatedBand	no longer [[det]];
associatedBand	to record [[con]] tour including;
associatedBand	replaced in band;
associatedBand	bassist [[con]];
associatedBand	[[adj]] bassist;
associatedBand	[[det]] bassist;
associatedBand	with bassist;
associatedBand	later played in [[det]] bands;
associatedBand	played in [[det]] bands;
associatedBand	[[det]] created by;
associatedBand	[[con]] created [[pro]];
associatedBand	created by;
associatedBand	that created;
associatedBand	created with;
associatedBand	was created of;
associatedBand	was created;
associatedBand	were created [[num]];
associatedBand	been created;
associatedBand	was created [[adj]];
associatedBand	with created;
associatedBand	created [[prp]];
associatedBand	created [[con]];
associatedBand	also created [[num]];
associatedBand	created as;
associatedBand	been created by;
associatedBand	created [[pro]];
associatedBand	was created for;
associatedBand	when created;
associatedBand	also created;
associatedBand	created to;
associatedBand	also created [[det]];
associatedBand	was created [[num]];
associatedBand	[[con]] created;
associatedBand	was created [[det]];
associatedBand	is created;
associatedBand	had created;
associatedBand	also created [[pro]];
associatedBand	created of;
associatedBand	also created along;
associatedBand	created under;
associatedBand	were created by;
associatedBand	created was;
associatedBand	was created [[con]];
associatedBand	[[num]] created;
associatedBand	created [[det]];
associatedBand	which created;
associatedBand	[[adj]] created;
associatedBand	[[adj]] created by;
associatedBand	[[num]] created by;
associatedBand	has created;
associatedBand	also created [[con]];
associatedBand	[[con]] created [[det]];
associatedBand	also created by;
associatedBand	created [[adj]];
associatedBand	created along;
associatedBand	created [[num]];
associatedBand	hit singles for;
associatedBand	[[det]] father of musicians;
associatedBand	joined to form;
associatedBand	joined to form [[det]];
associatedBand	played trumpet including [[det]];
associatedBand	shared [[det]] stage with;
associatedBand	also shared [[det]] stage;
associatedBand	has shared [[det]] stage as;
associatedBand	also shared [[det]] stage [[adj]];
associatedBand	also shared [[det]] stage with;
associatedBand	also shared [[det]] stage as;
associatedBand	has shared [[det]] stage with;
associatedBand	tracks for;
associatedBand	recorded [[det]] song as;
associatedBand	recorded [[det]] [[adj]] song;
associatedBand	also recorded [[det]] song in;
associatedBand	also recorded [[det]] song with;
associatedBand	recorded [[det]] song with;
associatedBand	released produced by;
associatedBand	[[adj]] produced [[con]] features guest performances by;
associatedBand	returned to band;
associatedBand	to play with band;
associatedBand	to play in [[det]] band;
associatedBand	[[prp]] halfsister;
associatedBand	[[adj]] halfsister;
associatedBand	[[det]] halfsister of;
associatedBand	halfsister of;
associatedBand	[[det]] halfsister;
associatedBand	began playing [[adj]];
associatedBand	then began to playing against;
associatedBand	began playing in;
associatedBand	began playing;
associatedBand	began playing with;
associatedBand	began playing at;
associatedBand	began playing for;
associatedBand	born is [[adj]] member of;
associatedBand	born [[num]] member of;
associatedBand	born is [[det]] member of;
associatedBand	born [[num]] [[det]] member of;
associatedBand	born [[num]] [[adj]] member of;
associatedBand	born was [[det]] member of;
associatedBand	was born [[con]] [[det]] member of;
associatedBand	to form [[det]] band;
associatedBand	later achieved success with;
associatedBand	achieved [[adj]] success in;
associatedBand	vocals for;
associatedBand	toured extensively with;
associatedBand	joined [[det]] supporting [[con]];
associatedBand	joined [[det]] supporting;
associatedBand	worked in orchestras of;
associatedBand	also produced recordings including;
associatedBand	has produced over recordings including songs by;
associatedBand	[[det]] opening act for;
associatedBand	is primarily known with [[adj]] pop acts [[adj]];
associatedBand	[[adj]] concerts with;
associatedBand	[[det]] concerts;
associatedBand	involved [[con]];
associatedBand	was involved [[con]];
associatedBand	that involved;
associatedBand	became involved after;
associatedBand	become involved in;
associatedBand	later involved with;
associatedBand	be involved;
associatedBand	became involved [[con]];
associatedBand	also involved by;
associatedBand	was involved when;
associatedBand	involved as;
associatedBand	become involved;
associatedBand	was involved;
associatedBand	becomes involved in;
associatedBand	was involved [[det]];
associatedBand	get involved;
associatedBand	also involved as;
associatedBand	been involved by;
associatedBand	not involved;
associatedBand	also involved;
associatedBand	[[con]] involved;
associatedBand	becomes involved with;
associatedBand	become involved with;
associatedBand	been involved [[con]];
associatedBand	more involved;
associatedBand	died with;
associatedBand	had died while;
associatedBand	as died;
associatedBand	that died;
associatedBand	died just;
associatedBand	died as;
associatedBand	died c;
associatedBand	[[det]] died;
associatedBand	died by;
associatedBand	after died;
associatedBand	of died;
associatedBand	had died;
associatedBand	died before;
associatedBand	[[con]] died;
associatedBand	[[num]] died;
associatedBand	[[adj]] died [[num]];
associatedBand	died so;
associatedBand	died while;
associatedBand	died that;
associatedBand	had died at;
associatedBand	before died;
associatedBand	who died was;
associatedBand	died when;
associatedBand	when died [[con]];
associatedBand	died [[num]];
associatedBand	died was;
associatedBand	when died;
associatedBand	has died [[con]];
associatedBand	died soon;
associatedBand	died [[con]];
associatedBand	[[con]] died [[num]];
associatedBand	died [[adj]];
associatedBand	died after;
associatedBand	[[adj]] died;
associatedBand	until died;
associatedBand	died where;
associatedBand	where died;
associatedBand	have died;
associatedBand	had died [[con]];
associatedBand	recorded [[det]] song along;
associatedBand	recorded [[det]] song about;
associatedBand	recorded [[det]] song by;
associatedBand	often credited;
associatedBand	[[det]] credited;
associatedBand	been credited as;
associatedBand	sometimes credited with;
associatedBand	[[con]] credited;
associatedBand	also credited by;
associatedBand	credited for;
associatedBand	[[adj]] credited;
associatedBand	was credited with;
associatedBand	sometimes credited as;
associatedBand	was credited by;
associatedBand	also credited as;
associatedBand	was credited [[con]];
associatedBand	credited [[con]];
associatedBand	is credited on;
associatedBand	also credited for;
associatedBand	credited as;
associatedBand	is credited as;
associatedBand	is credited with;
associatedBand	been credited with;
associatedBand	also credited with;
associatedBand	often credited as;
associatedBand	often credited [[con]];
associatedBand	also credited;
associatedBand	is credited for;
associatedBand	sometimes credited [[con]];
associatedBand	was credited as;
associatedBand	credited with;
associatedBand	was credited;
associatedBand	been credited;
associatedBand	is credited [[con]];
associatedBand	is credited by;
associatedBand	credited by;
associatedBand	is credited;
associatedBand	father who;
associatedBand	[[det]] father [[num]];
associatedBand	father [[det]];
associatedBand	[[adj]] father in;
associatedBand	[[prp]] father s;
associatedBand	of father;
associatedBand	s father who;
associatedBand	[[con]] father of;
associatedBand	that father;
associatedBand	[[adj]] father [[con]];
associatedBand	[[det]] father when;
associatedBand	[[prp]] father [[num]];
associatedBand	[[det]] father of;
associatedBand	[[det]] father;
associatedBand	s father;
associatedBand	father of;
associatedBand	[[adj]] father of;
associatedBand	[[prp]] father was;
associatedBand	whose father was;
associatedBand	[[adj]] father;
associatedBand	to father;
associatedBand	s father of;
associatedBand	[[det]] father to;
associatedBand	is father [[con]];
associatedBand	[[pro]] father;
associatedBand	[[prp]] father [[con]];
associatedBand	was father to;
associatedBand	as father;
associatedBand	is father to;
associatedBand	father is;
associatedBand	[[prp]] father;
associatedBand	with father;
associatedBand	[[det]] father in;
associatedBand	[[con]] father;
associatedBand	father [[con]];
associatedBand	[[det]] father was;
associatedBand	s father [[num]];
associatedBand	is father;
associatedBand	s father [[con]];
associatedBand	s father as;
associatedBand	was father;
associatedBand	s father was;
associatedBand	father was;
associatedBand	[[det]] father [[det]];
